meeting_id,entity_id,entity_legal_name,country_code,committee_name,meeting_type,meeting_date,reporting_year,board_size,members_present,attendance_rate_pct,esg_agenda_flag,decision_made_flag,esg_topics_discussed,linked_kpi_code,linked_kpi_name,linked_erm_risk_id,linked_erm_risk_name,decision_summary,action_owner_function,action_due_date,action_status,minutes_status,data_source,created_from
MTG-000192,ENT-NL-004,Atlas Bank Netherlands NV,NL,Board ESG & Sustainability Committee,esg_committee,2024-12-13,2024,9,9,100.0,True,False,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-010,Client transition plan credibility risk,Committee review completed; action items assigned,Relationship Banking,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000193,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2019-01-16,2019,12,12,100.0,True,True,Annual sustainability report sign-off,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Annual sustainability report sign-off | linked KPI GOV-001,Finance,2019-02-21,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000194,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2019-04-22,2019,12,11,91.7,False,False,,,,,,,,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000195,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2019-07-08,2019,10,10,100.0,True,True,Sovereign bond financed emissions review,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-006,Mandatory climate disclosure non-compliance,Decision recorded: Sovereign bond financed emissions review | linked KPI FIN-012 | linked risk RISK-006,Compliance,2019-08-16,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000196,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2019-10-11,2019,9,7,77.8,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000197,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2019-03-08,2019,8,7,87.5,True,False,Sovereign bond financed emissions review; Green bond framework update,FIN-001,Financed emissions Scope 1 and 2,RISK-012,ESG data quality and lineage weakness,Committee review completed; action items assigned,Data Governance,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000198,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2019-06-07,2019,9,8,88.9,True,False,Transition risk appetite approval; Motor vehicle portfolio emissions review,FIN-002,Outstanding loan exposure,RISK-005,Carbon pricing - industrial loans,Committee review completed; action items assigned,Credit Risk,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000199,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2019-09-13,2019,7,7,100.0,True,True,Supplier ESG policy update,SOC-002,ESG training completion,,,Decision recorded: Supplier ESG policy update | linked KPI SOC-002,Sustainability Office,2020-01-30,completed,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000200,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2019-12-20,2019,8,6,75.0,True,True,Net-zero target progress review; IFRS S2 climate disclosure approval,ENV-001,Scope 1 emissions,,,Decision recorded: Net-zero target progress review | linked KPI ENV-001,Credit Risk,2020-06-14,in_progress,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000201,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2020-01-15,2020,9,8,88.9,True,True,Annual sustainability report sign-off,ENV-002,Scope 2 location-based emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-002,Risk Management,2020-07-03,in_progress,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000202,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2020-04-10,2020,11,8,72.7,True,True,Transition risk appetite approval,FIN-010,Real estate exposure,RISK-010,Client transition plan credibility risk,Decision recorded: Transition risk appetite approval | linked KPI FIN-010 | linked risk RISK-010,Relationship Banking,2020-09-17,deferred,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000203,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2020-07-07,2020,10,9,90.0,True,True,IFRS S2 climate disclosure approval,ENV-003,Total operational Scope 1 and 2 emissions,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: IFRS S2 climate disclosure approval | linked KPI ENV-003 | linked risk RISK-007,Legal,2020-12-12,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000204,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2020-10-16,2020,12,10,83.3,True,False,Supplier ESG policy update,SOC-002,ESG training completion,,,Discussion only; no formal decision recorded for Supplier ESG policy update,Finance,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000205,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2020-03-11,2020,8,5,62.5,True,True,Climate risk model validation; Project finance emissions methodology review; Climate scenario analysis review,FIN-005,Financed emissions data coverage,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: Climate risk model validation | linked KPI FIN-005 | linked risk RISK-011,Sustainability Office,2020-04-14,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000206,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2020-06-15,2020,8,5,62.5,True,True,Project finance emissions methodology review; Financed emissions methodology review,FIN-002,Outstanding loan exposure,RISK-009,Market repricing of high-emission collateral,Decision recorded: Project finance emissions methodology review | linked KPI FIN-002 | linked risk RISK-009,Market Risk,2020-08-18,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000207,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2020-09-08,2020,8,8,100.0,True,True,ESG remuneration KPI setting; Project finance emissions methodology review,FIN-006,SBTi-aligned exposure,,,Decision recorded: ESG remuneration KPI setting | linked KPI FIN-006,Data Governance,2021-01-24,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000208,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2020-12-10,2020,9,9,100.0,True,False,ESG remuneration KPI setting; PCAF data quality remediation; Annual sustainability report sign-off,GOV-001,Board meetings with ESG agenda,,,Committee review completed; action items assigned,Human Resources,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000209,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2021-01-18,2021,11,11,100.0,True,True,Annual sustainability report sign-off,FIN-001,Financed emissions Scope 1 and 2,,,Decision recorded: Annual sustainability report sign-off | linked KPI FIN-001,Compliance,2021-04-27,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000210,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2021-04-20,2021,10,10,100.0,True,False,Climate scenario analysis review,FIN-007,High transition risk exposure,RISK-006,Mandatory climate disclosure non-compliance,Discussion only; no formal decision recorded for Climate scenario analysis review,Compliance,,,pending_review,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000211,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2021-07-21,2021,12,10,83.3,True,True,Green bond framework update,ENV-001,Scope 1 emissions,,,Decision recorded: Green bond framework update | linked KPI ENV-001,Compliance,2021-09-17,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000212,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2021-10-20,2021,10,9,90.0,True,True,Supplier ESG policy update,SOC-002,ESG training completion,,,Decision recorded: Supplier ESG policy update | linked KPI SOC-002,Credit Risk,2021-12-26,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000213,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2021-03-10,2021,9,7,77.8,True,False,Financed emissions methodology review,FIN-001,Financed emissions Scope 1 and 2,RISK-013,Board climate competence gap,Committee review completed; action items assigned,Board Secretariat,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000214,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2021-06-14,2021,9,9,100.0,True,True,Supplier ESG policy update; Climate scenario analysis review; Real estate collateral emissions review,GOV-001,Board meetings with ESG agenda,,,Decision recorded: Supplier ESG policy update | linked KPI GOV-001,Finance,2021-09-11,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000215,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2021-09-17,2021,7,5,71.4,True,True,Net-zero target progress review; IFRS S2 climate disclosure approval,FIN-006,SBTi-aligned exposure,,,Decision recorded: Net-zero target progress review | linked KPI FIN-006,Finance,2022-03-02,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000216,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2021-12-17,2021,8,7,87.5,True,True,Net-zero target progress review; Project finance emissions methodology review,ENV-003,Total operational Scope 1 and 2 emissions,,,Decision recorded: Net-zero target progress review | linked KPI ENV-003,Finance,2022-05-30,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000217,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2022-01-21,2022,10,9,90.0,True,True,Annual sustainability report sign-off,ENV-001,Scope 1 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-001,Compliance,2022-05-05,completed,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000218,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2022-04-25,2022,12,9,75.0,True,False,IFRS S2 climate disclosure approval,FIN-007,High transition risk exposure,RISK-012,ESG data quality and lineage weakness,Discussion only; no formal decision recorded for IFRS S2 climate disclosure approval,Data Governance,,,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000219,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2022-07-25,2022,10,9,90.0,True,True,Climate risk model validation,FIN-005,Financed emissions data coverage,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Climate risk model validation | linked KPI FIN-005 | linked risk RISK-007,Legal,2022-11-23,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000220,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2022-10-12,2022,9,8,88.9,True,True,Climate risk model validation,FIN-007,High transition risk exposure,RISK-010,Client transition plan credibility risk,Decision recorded: Climate risk model validation | linked KPI FIN-007 | linked risk RISK-010,Relationship Banking,2023-04-03,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000221,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2022-03-18,2022,7,6,85.7,True,False,Climate scenario analysis review; Green bond framework update; Sovereign bond financed emissions review,FIN-007,High transition risk exposure,RISK-007,Greenwashing litigation and conduct risk,Committee review completed; action items assigned,Legal,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000222,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2022-06-17,2022,7,6,85.7,True,True,Motor vehicle portfolio emissions review; Climate scenario analysis review; Supplier ESG policy update,FIN-002,Outstanding loan exposure,RISK-007,Greenwashing litigation and conduct risk,Decision recorded: Motor vehicle portfolio emissions review | linked KPI FIN-002 | linked risk RISK-007,Legal,2022-10-30,completed,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000223,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2022-09-19,2022,7,7,100.0,True,False,PCAF data quality remediation; Climate scenario analysis review; Climate risk model validation,FIN-012,"Financed emissions Scope 1, 2 and 3",RISK-011,Supply chain - Scope 3 data gaps,Committee review completed; action items assigned,Sustainability Office,,monitored,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000224,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board ESG & Sustainability Committee,esg_committee,2022-12-16,2022,8,7,87.5,True,True,Green bond framework update; PCAF data quality remediation; IFRS S2 climate disclosure approval,FIN-011,Motor vehicle exposure,,,Decision recorded: Green bond framework update | linked KPI FIN-011,Credit Risk,2023-02-12,in_progress,draft,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000225,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2023-01-13,2023,10,7,70.0,True,True,Annual sustainability report sign-off,ENV-001,Scope 1 emissions,,,Decision recorded: Annual sustainability report sign-off | linked KPI ENV-001,Human Resources,2023-03-08,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000226,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2023-04-25,2023,9,8,88.9,True,True,Climate risk model validation,FIN-005,Financed emissions data coverage,RISK-011,Supply chain - Scope 3 data gaps,Decision recorded: Climate risk model validation | linked KPI FIN-005 | linked risk RISK-011,Sustainability Office,2023-06-13,in_progress,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
MTG-000227,ENT-UK-005,Atlas Capital Markets UK Ltd,GB,Board of Directors,full_board,2023-07-07,2023,12,10,83.3,False,False,,,,,,,,,,approved,synthetic_board_minutes_schedule,synthetic_board_minutes_generation_v2_core_tables_aligned
